"Item 1","Item 2","Item 3","Item 4","Item 5","Obs","Exp","z1","se.z1"
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,0,1,1,81,76.5615376553225,-0.506125254380244,0.810991737118606
1,0,1,0,0,3,4.65881178969134,-0.803108211750035,0.804186856331844
1,0,1,0,0,3,4.65881178969134,-0.803108211750035,0.804186856331844
1,0,1,0,0,3,4.65881178969134,-0.803108211750035,0.804186856331844
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,0,1,28,24.9885885363666,-0.372704682519049,0.814753283101176
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,0,15,11.4625533674144,-0.3520438518502,0.815375185807585
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,0,1,1,1,80,83.5410229487663,0.0931598358868505,0.831267170927425
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,0,16,11.254471250898,-0.91118576454689,0.802231647796852
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
1,1,0,0,1,56,56.1054561023717,-0.4834816160721,0.811599071867158
