"id","minority","female","ses","mathach"
"1462",1,0,-2.058,5.321
"1462",1,0,0.402,3.819
"1477",1,0,-0.358,5.238
"1477",1,0,-0.588,8.136
"1499",1,0,-0.898,11.211
"1499",1,0,-1.608,14.681
"1499",1,0,-1.048,11.868
"1499",1,0,-1.808,-0.818
"1499",1,0,-0.348,7.983
"1499",1,0,-0.018,4.856
"1499",1,0,-1.598,1.67
"1499",1,0,-1.068,10.964
"1499",1,0,-1.718,2.727
"1637",1,0,-0.658,10.524
"1637",1,0,-1.238,-1.437
"1637",1,0,-1.688,1.74
"1637",1,0,-1.948,17.621
"1637",1,0,-1.748,-2.374
"1637",1,0,-0.568,5.87
"1906",1,0,-0.508,13.83
"1906",1,0,0.002,11.04
"1906",1,0,0.282,-1.603
"1942",1,0,0.922,22.337
"1946",1,0,1.382,11.075
"1946",1,0,-1.058,21.883
"1946",1,0,0.402,18.362
"2030",1,0,0.382,16.028
"2030",1,0,0.172,2.731
"2629",1,0,0.622,18.301
"2629",1,0,0.942,11.437
"2629",1,0,-0.358,19.78
"2629",1,0,-0.328,16.231
"2629",1,0,-0.028,10.861
"2629",1,0,1.212,23.792
"2629",1,0,1.302,21.592
"2629",1,0,0.422,12.134
"2629",1,0,0.302,9.026
"2629",1,0,0.122,22.354
"2629",1,0,0.652,16.748
"2629",1,0,0.252,15.967
"2639",1,0,-1.308,17.968
"2639",1,0,0.172,1.02
"2639",1,0,-0.128,3.757
"2639",1,0,-0.558,2.776
"2639",1,0,-1.218,23.056
"2639",1,0,-0.478,2.212
"2639",1,0,-1.108,6.535
"2639",1,0,-0.628,2.132
"2639",1,0,-0.368,8.065
"2639",1,0,-0.748,-1.482
"2639",1,0,-1.098,9.631
"2639",1,0,-1.448,11.041
"2639",1,0,-1.788,13.295
"2639",1,0,-1.088,-0.763
"2639",1,0,-1.138,3.089
"2639",1,0,-0.138,20.618
"2639",1,0,-1.458,8.978
"2639",1,0,-0.498,9.832
"2651",1,0,-0.368,-2.544
"2655",1,0,-1.038,15.129
"2655",1,0,-0.078,19.962
"2655",1,0,-0.858,22.18
"2655",1,0,-0.368,4.976
"2655",1,0,-0.078,13.933
"2655",1,0,-0.548,14.811
"2655",1,0,-0.858,12.09
"2655",1,0,-0.568,16.625
"2655",1,0,-0.848,4.066
"2655",1,0,0.242,13.168
"2655",1,0,-0.418,11.087
"2655",1,0,-1.448,18.557
"2655",1,0,-0.808,14.52
"2655",1,0,-0.318,12.504
"2655",1,0,-0.748,16.614
"2655",1,0,-1.288,4.961
"2655",1,0,-0.208,15.57
"2658",1,0,1.512,16.226
"2658",1,0,0.692,5.77
"2658",1,0,0.142,10.72
"2755",1,0,-0.188,18.264
"2755",1,0,0.872,9.891
"2755",1,0,1.182,7.236
"2755",1,0,-0.248,12.625
"2755",1,0,0.112,14.642
"2755",1,0,1.512,23.785
"2755",1,0,0.882,10.989
"2755",1,0,-0.088,9.433
"2755",1,0,-0.468,22.295
"2755",1,0,-0.168,14.17
"2755",1,0,0.312,20.124
"2755",1,0,0.592,5.869
"2755",1,0,-1.058,3.111
"2755",1,0,0.302,20.136
"2755",1,0,1.512,8.448
"2755",1,0,1.372,21.738
"2755",1,0,0.692,2.708
"2771",1,0,-0.158,6.629
"2917",1,0,-0.808,4.925
"2917",1,0,-0.988,13.57
"2917",1,0,0.132,-1.423
"2917",1,0,-1.078,5.852
"2917",1,0,-1.498,4.098
"2917",1,0,-1.578,18.137
"2917",1,0,-1.928,-1.732
"2917",1,0,-0.618,0.384
"2917",1,0,-0.578,24.247
"2917",1,0,-1.178,10.428
"2917",1,0,-1.338,14.447
"2917",1,0,-1.368,5.163
"2917",1,0,1.732,0.426
"2917",1,0,-1.338,13.096
"2917",1,0,-0.468,18.929
"2990",1,0,0.432,21.14
"2990",1,0,1.452,22.418
"2990",1,0,0.122,20.752
"2990",1,0,0.192,23.029
"2990",1,0,-0.458,13.969
"2990",1,0,1.122,24.993
"2990",1,0,-0.178,19.192
"2990",1,0,0.092,22.639
"2990",1,0,1.452,15.507
"2990",1,0,0.902,24.401
"2990",1,0,0.222,17.099
"2990",1,0,0.892,22.016
"2990",1,0,-0.598,15.119
"2990",1,0,0.802,21.02
"2990",1,0,1.512,16.93
"2990",1,0,1.022,20.249
"2990",1,0,-0.928,16.162
"2990",1,0,0.852,16.317
"2990",1,0,1.232,19.29
"2990",1,0,-0.428,11.616
"2990",1,0,1.212,18.008
"2990",1,0,1.112,19.12
"2990",1,0,0.142,19.689
"2990",1,0,0.642,18.86
"2990",1,0,0.552,22.219
"2990",1,0,1.262,18.608
"2990",1,0,0.792,20.577
"2990",1,0,-0.058,20.682
"2990",1,0,1.512,17.246
"2990",1,0,1.512,9.574
"2990",1,0,-0.288,6.315
"2990",1,0,0.242,14.192
"2995",1,0,0.042,16.13
"2995",1,0,1.832,3.507
"2995",1,0,-0.538,14.608
"2995",1,0,-1.338,0.495
"3039",1,0,0.242,16.08
"3039",1,0,-0.678,21.175
"3039",1,0,-0.528,10.546
"3039",1,0,0.202,4.395
"3039",1,0,0.082,12.246
"3039",1,0,0.942,19.167
"3039",1,0,-0.388,17.908
"3039",1,0,0.402,10.975
"3088",1,0,0.412,2.38
"3088",1,0,-1.788,4.838
"3088",1,0,-0.708,4.5
"3088",1,0,0.552,14.97
"3088",1,0,-0.778,14.987
"3088",1,0,-1.548,1.314
"3088",1,0,-1.668,17.599
"3088",1,0,-1.098,8.139
"3088",1,0,-0.858,0.036
"3088",1,0,0.672,2.211
"3088",1,0,-0.628,14.065
"3152",1,0,0.832,1.791
"3152",1,0,-1.298,6.251
"3152",1,0,-0.278,16.213
"3351",1,0,-0.098,4.361
"3351",1,0,-1.488,3.377
"3351",1,0,-2.028,4.388
"3351",1,0,0.832,4.972
"3351",1,0,0.352,16.297
"3351",1,0,0.342,22.616
"3351",1,0,-0.568,5.453
"3351",1,0,-0.798,-1.095
"3351",1,0,-1.178,10.064
"3377",1,0,-0.938,14.34
"3377",1,0,-0.628,6.933
"3377",1,0,-0.948,13.531
"3377",1,0,-0.448,12.221
"3377",1,0,-0.908,16.269
"3377",1,0,-0.918,18.275
"3377",1,0,-1.248,7.378
"3377",1,0,-0.128,5.227
"3377",1,0,-0.658,3.486
"3377",1,0,-0.718,21.669
"3377",1,0,1.092,2.322
"3377",1,0,0.232,10.538
"3377",1,0,-0.918,7.441
"3377",1,0,-0.908,9.481
"3377",1,0,-0.138,1.155
"3377",1,0,-0.808,5.404
"3377",1,0,-0.378,16.637
"3377",1,0,-0.388,14.117
"3377",1,0,-0.088,4.82
"3377",1,0,-1.858,5.888
"3377",1,0,-0.498,-0.227
"3377",1,0,-2.248,3.833
"3377",1,0,-0.488,-0.009
"3427",1,0,-0.678,15.381
"3427",1,0,1.002,18.013
"3427",1,0,-0.018,22.273
"3427",1,0,-0.298,17.28
"3427",1,0,-0.158,21.872
"3427",1,0,-0.908,20.786
"3498",1,0,1.392,19.987
"3498",1,0,0.832,20.064
"3499",1,0,1.102,12.938
"3499",1,0,-0.278,9.513
"3499",1,0,0.412,8.87
"3499",1,0,0.842,10.953
"3499",1,0,0.702,17.932
"3499",1,0,-0.238,4.48
"3499",1,0,-0.688,12.47
"3533",1,0,-0.798,17.225
"3533",1,0,0.892,22.969
"3533",1,0,0.132,13.543
"3533",1,0,-0.538,17.55
"3533",1,0,-0.778,15.733
"3610",1,0,0.632,12.164
"3610",1,0,-1.048,1.443
"3610",1,0,0.502,14.387
"3610",1,0,-0.758,8.924
"3610",1,0,0.842,8.622
"3610",1,0,1.332,16.139
"3610",1,0,0.792,15.896
"3610",1,0,-0.188,9.949
"3610",1,0,-0.008,14.126
"3657",1,0,-0.828,2.984
"3705",1,0,0.062,3.78
"3705",1,0,-0.328,8.147
"3705",1,0,0.212,15.469
"3705",1,0,0.542,15.554
"3705",1,0,1.012,8.741
"3705",1,0,0.382,12.542
"3705",1,0,-0.278,11.598
"3705",1,0,1.012,13.162
"3705",1,0,0.372,17.701
"3705",1,0,0.192,12.223
"3705",1,0,0.232,8.998
"3716",1,0,-0.678,-2.832
"3716",1,0,-2.128,-0.568
"3716",1,0,0.202,19.359
"3716",1,0,-0.918,9.431
"3716",1,0,0.832,17.321
"3716",1,0,-1.308,13.74
"3716",1,0,-1.058,1.248
"3716",1,0,-1.158,22.894
"3838",1,0,0.432,22.805
"3838",1,0,0.792,10.294
"3838",1,0,-0.528,16.83
"3838",1,0,-0.178,17.068
"3838",1,0,0.052,11.128
"3838",1,0,0.502,9.478
"3838",1,0,-1.218,12.112
"3838",1,0,0.772,13.003
"3838",1,0,-0.768,16.158
"3838",1,0,0.202,21.923
"3838",1,0,0.422,10.112
"3838",1,0,-1.208,13.697
"3838",1,0,0.312,16.261
"3838",1,0,0.152,12.176
"3838",1,0,-0.958,14.045
"3881",1,0,-0.278,14.728
"3881",1,0,-0.358,5.112
"3992",1,0,0.082,3.158
"3992",1,0,-0.488,22.804
"3992",1,0,-0.188,16.301
"3992",1,0,-0.088,13.835
"3992",1,0,0.112,21.684
"3992",1,0,0.192,14.913
"3992",1,0,0.752,17.043
"3992",1,0,0.152,10.863
"3992",1,0,-0.118,9.947
"3992",1,0,0.132,13.715
"3992",1,0,0.912,8.531
"3992",1,0,0.812,15.828
"3992",1,0,0.932,16.585
"3992",1,0,0.052,11.747
"3992",1,0,1.082,10.205
"3992",1,0,-0.228,8.74
"3999",1,0,-1.068,-1.231
"3999",1,0,-1.708,12.769
"3999",1,0,0.382,11.662
"3999",1,0,-0.408,22.519
"3999",1,0,-1.048,20.148
"3999",1,0,-1.218,2.91
"3999",1,0,0.142,-1.775
"3999",1,0,-1.368,1.12
"3999",1,0,-0.138,5.545
"3999",1,0,0.002,6.293
"3999",1,0,0.742,22.461
"3999",1,0,0.302,21.445
"4173",1,0,-0.298,4.387
"4223",1,0,-1.318,4.427
"4223",1,0,-0.918,5.684
"4253",1,0,-0.768,10.703
"4253",1,0,0.442,14.47
"4253",1,0,0.292,12.769
"4253",1,0,-0.208,4.89
"4253",1,0,0.702,8.439
"4253",1,0,0.632,1.129
"4253",1,0,-1.568,14.495
"4253",1,0,-0.658,16.063
"4253",1,0,-0.708,0.28
"4253",1,0,0.292,0.179
"4253",1,0,-1.568,14.934
"4253",1,0,-0.288,10.809
"4253",1,0,-0.748,12.809
"4253",1,0,-1.348,1.813
"4253",1,0,-0.008,5.023
"4253",1,0,-0.898,6.045
"4253",1,0,-0.898,14.992
"4253",1,0,0.482,8.663
"4253",1,0,0.012,8.511
"4253",1,0,-0.388,13.88
"4253",1,0,0.052,9.871
"4253",1,0,-0.358,11.868
"4253",1,0,-0.338,8.168
"4253",1,0,-0.508,0.772
"4253",1,0,-1.078,11.785
"4253",1,0,-0.618,2.51
"4253",1,0,-0.658,7.289
"4253",1,0,-0.278,6.549
"4253",1,0,-0.808,1.012
"4253",1,0,-1.018,5.009
"4253",1,0,0.002,11.698
"4253",1,0,-0.578,16.339
"4253",1,0,-0.678,3.907
"4253",1,0,-0.578,7.424
"4253",1,0,-0.068,11.02
"4253",1,0,0.412,12.782
"4253",1,0,-1.388,8.854
"4253",1,0,-1.208,7.538
"4253",1,0,0.982,20.468
"4253",1,0,0.582,16.209
"4253",1,0,-1.008,16.654
"4253",1,0,-1.138,2.69
"4253",1,0,0.832,3.023
"4253",1,0,-0.668,6.207
"4253",1,0,-1.238,23.239
"4253",1,0,-1.048,11.969
"4253",1,0,0.142,12.017
"4253",1,0,-0.998,13.47
"4253",1,0,0.402,14.526
"4253",1,0,-1.288,6.848
"4253",1,0,-0.548,18.808
"4253",1,0,-0.428,9.751
"4253",1,0,0.322,7.957
"4253",1,0,-0.218,17.519
"4253",1,0,0.622,13.102
"4253",1,0,-1.518,5.581
"4292",1,0,-0.778,2.057
"4292",1,0,0.972,9.255
"4292",1,0,-0.658,3.248
"4292",1,0,-0.338,21.754
"4292",1,0,-1.308,13.502
"4292",1,0,0.152,15.362
"4292",1,0,-0.378,13.331
"4292",1,0,-0.468,5.427
"4292",1,0,-0.858,20.972
"4292",1,0,0.032,5.216
"4292",1,0,-0.448,2.826
"4292",1,0,0.042,12.165
"4292",1,0,0.032,11.934
"4292",1,0,0.492,8.694
"4292",1,0,-1.098,8.489
"4292",1,0,-1.208,-0.287
"4292",1,0,0.592,7.482
"4292",1,0,-1.808,10.169
"4292",1,0,-0.248,7.167
"4292",1,0,0.192,19.79
"4292",1,0,-1.848,18.781
"4292",1,0,-0.328,5.698
"4292",1,0,-0.418,21.605
"4292",1,0,-1.008,9.792
"4292",1,0,-0.678,9.609
"4292",1,0,-0.728,15.665
"4292",1,0,-0.348,16.638
"4292",1,0,-0.298,12.514
"4292",1,0,-0.138,6.703
"4292",1,0,0.852,12.956
"4292",1,0,-0.808,14.3
"4292",1,0,-0.328,12.001
"4292",1,0,-0.538,2.911
"4292",1,0,-0.558,3.931
"4292",1,0,0.282,4.95
"4292",1,0,-0.728,9.975
"4292",1,0,0.122,2.985
"4292",1,0,-0.108,21.536
"4292",1,0,-1.318,23.619
"4292",1,0,-1.538,15.164
"4292",1,0,0.292,23.619
"4292",1,0,-0.908,18.318
"4292",1,0,-1.148,7.128
"4292",1,0,-0.408,18.042
"4292",1,0,-0.048,16.442
"4292",1,0,-0.128,14.241
"4292",1,0,-0.768,7.821
"4292",1,0,-1.608,12.431
"4292",1,0,-0.598,17.294
"4292",1,0,-0.498,19.03
"4292",1,0,-1.148,20.588
"4292",1,0,-0.918,11.599
"4325",1,0,0.252,8.001
"4325",1,0,-0.208,18.049
"4350",1,0,-0.618,3.342
"4350",1,0,1.022,13.092
"4350",1,0,-0.118,2.827
"4383",1,0,0.352,1.886
"4383",1,0,-1.138,5.176
"4383",1,0,0.532,10.994
"4383",1,0,0.282,2.871
"4410",1,0,-0.468,2.336
"4458",1,0,-1.578,9.123
"4458",1,0,0.002,0.33
"4458",1,0,-1.118,4.641
"4458",1,0,-1.998,9.454
"4458",1,0,-1.828,1.832
"4458",1,0,-1.118,1.343
"4458",1,0,-0.948,6.545
"4458",1,0,-1.488,3.876
"4458",1,0,0.372,10.671
"4458",1,0,-0.408,2.077
"4458",1,0,-2.498,1.927
"4458",1,0,-1.688,8.117
"4458",1,0,-0.858,-2.632
"4642",1,0,-0.118,10.124
"4642",1,0,-0.678,6.88
"4868",1,0,-1.048,10.261
"4868",1,0,-0.718,13.335
"4868",1,0,0.952,8.91
"4868",1,0,1.342,10.724
"4868",1,0,0.522,12.298
"4868",1,0,-0.928,16.163
"4868",1,0,-1.058,8.874
"4868",1,0,-0.228,18.399
"4868",1,0,0.562,13.879
"4868",1,0,-0.058,9.101
"4868",1,0,-0.338,10.405
"4868",1,0,-0.158,9.368
"4931",1,0,1.192,7.85
"5192",1,0,1.192,5.043
"5192",1,0,-0.538,-0.576
"5192",1,0,-0.368,4.88
"5192",1,0,-0.528,0.313
"5650",1,0,-0.948,7.633
"5650",1,0,-0.048,8.034
"5650",1,0,-0.838,6.552
"5650",1,0,-0.508,4.275
"5650",1,0,-0.868,17.392
"5650",1,0,-0.378,22.974
"5650",1,0,-0.358,19.312
"5650",1,0,-0.038,23.28
"5650",1,0,-0.468,22.229
"5650",1,0,-1.208,20.789
"5650",1,0,0.682,23.28
"5650",1,0,0.222,23.28
"5667",1,0,-1.328,0.258
"5667",1,0,1.092,16.269
"5667",1,0,-0.298,13.813
"5667",1,0,1.512,23.053
"5667",1,0,0.472,14.796
"5762",1,0,-1.308,8.529
"5762",1,0,-0.828,13.453
"5762",1,0,-1.498,10.81
"5762",1,0,-1.028,-2.252
"5762",1,0,-0.438,2.633
"5762",1,0,-1.848,5.813
"5762",1,0,-1.648,5.037
"5762",1,0,-0.588,6.524
"5762",1,0,-1.118,-2.721
"5762",1,0,-1.948,0.193
"5762",1,0,-1.488,2.572
"5762",1,0,-0.988,7.094
"5762",1,0,-0.208,3.73
"5762",1,0,-0.988,0.569
"5762",1,0,-1.908,10.303
"5783",1,0,0.762,3.083
"5783",1,0,-0.318,15.626
"5815",1,0,-1.478,0.842
"5815",1,0,-1.068,5.271
"5815",1,0,-0.268,3.9
"5815",1,0,-1.018,14.165
"5815",1,0,-0.568,2.04
"5815",1,0,-1.488,3.778
"5819",1,0,-0.238,13.427
"5838",1,0,-0.228,14.707
"6144",1,0,-0.538,6.02
"6144",1,0,-0.048,6.868
"6144",1,0,-0.128,10.037
"6144",1,0,-1.308,4.239
"6144",1,0,-0.848,2.799
"6144",1,0,-0.658,6.217
"6144",1,0,-1.248,-0.726
"6170",1,0,-0.398,16.68
"6291",1,0,-0.228,10.305
"6291",1,0,-0.528,17.11
"6291",1,0,-0.178,17.821
"6291",1,0,-0.318,0.612
"6291",1,0,-1.498,5.9
"6291",1,0,-0.158,9.182
"6291",1,0,-0.258,23.137
"6291",1,0,0.122,18.119
"6291",1,0,-0.468,-2.092
"6291",1,0,-1.048,13.835
"6366",1,0,-0.238,8.933
"6366",1,0,-1.428,7.292
"6366",1,0,0.172,15.183
"6366",1,0,-0.678,13.882
"6366",1,0,1.102,12.971
"6397",1,0,0.322,15.109
"6397",1,0,-2.058,4.233
"6397",1,0,-1.388,3.834
"6397",1,0,-0.928,6.842
"6397",1,0,-0.748,4.987
"6397",1,0,-0.098,0.67
"6397",1,0,-0.988,10.856
"6397",1,0,-1.308,6.572
"6397",1,0,-0.028,19.833
"6397",1,0,-1.308,9.659
"6397",1,0,-1.098,11.861
"6415",1,0,-0.748,4.731
"6415",1,0,0.112,16.762
"6443",1,0,-0.428,6.372
"6443",1,0,-1.168,12.655
"6443",1,0,-1.308,13.861
"6443",1,0,-2.498,7.096
"6443",1,0,-0.918,15.06
"6464",1,0,-1.458,23.822
"6464",1,0,-0.298,11.448
"6464",1,0,-0.808,4.745
"6464",1,0,-0.658,3.721
"6464",1,0,-1.078,6.198
"6464",1,0,0.242,11.771
"6464",1,0,-0.188,6.864
"6464",1,0,-0.348,3.949
"6464",1,0,-0.178,14.876
"6464",1,0,-0.438,9.251
"6464",1,0,-0.788,7.068
"6464",1,0,-1.058,-1.747
"6469",1,0,0.422,20.159
"6469",1,0,-1.118,16.217
"6469",1,0,0.832,16.909
"6469",1,0,0.382,9.766
"6469",1,0,1.512,23.043
"6469",1,0,0.152,7.778
"6469",1,0,1.372,22.284
"6469",1,0,0.172,11.161
"6469",1,0,0.102,12.561
"6469",1,0,1.182,15.772
"6469",1,0,0.522,11.941
"6469",1,0,1.362,23.509
"6469",1,0,1.292,16.133
"6469",1,0,1.512,19.326
"6469",1,0,-0.208,10.358
"6469",1,0,0.262,17.364
"6469",1,0,1.342,12.878
"6469",1,0,0.362,10.542
"6469",1,0,1.342,19.599
"6469",1,0,-0.428,18.058
"6469",1,0,0.792,21.919
"6469",1,0,0.292,11.778
"6469",1,0,-0.248,15.088
"6600",1,0,-1.808,1.803
"6808",1,0,-0.998,10.551
"6808",1,0,0.502,4.666
"6808",1,0,-1.128,5.628
"6808",1,0,-0.768,6.024
"6808",1,0,-0.468,-2.008
"6808",1,0,-0.788,5.198
"6808",1,0,0.202,-2.496
"6808",1,0,0.382,9.142
"6897",1,0,-0.618,7.705
"6897",1,0,-0.798,4.638
"6897",1,0,0.082,10.122
"6897",1,0,-0.888,9.101
"6897",1,0,-0.388,15.885
"6990",1,0,-0.728,13.484
"6990",1,0,-0.028,13.796
"6990",1,0,0.882,13.667
"6990",1,0,-0.028,7.262
"6990",1,0,-0.078,3.715
"6990",1,0,-0.498,10.817
"6990",1,0,-0.528,2.855
"6990",1,0,-0.078,3.617
"6990",1,0,-0.348,13.599
"6990",1,0,-0.628,3.583
"6990",1,0,-1.948,10.038
"6990",1,0,-0.078,4.895
"6990",1,0,-0.348,19.432
"6990",1,0,-1.028,4.568
"6990",1,0,-0.298,-0.626
"6990",1,0,-0.588,15.164
"6990",1,0,-0.448,-2.832
"6990",1,0,-1.708,2.6
"6990",1,0,-1.708,3.357
"6990",1,0,1.262,0.035
"6990",1,0,-1.048,8.875
"7101",1,0,-1.698,14.256
"7101",1,0,-0.228,7.209
"7101",1,0,-1.168,4.034
"7101",1,0,-0.428,6.271
"7101",1,0,-0.478,13.684
"7101",1,0,0.502,0.803
"7172",1,0,0.002,14.331
"7172",1,0,-0.628,9.915
"7172",1,0,0.202,19.899
"7172",1,0,0.202,4.518
"7172",1,0,-0.108,10.579
"7172",1,0,-0.428,7.189
"7172",1,0,-1.498,0.62
"7172",1,0,0.512,2.003
"7172",1,0,0.592,14.899
"7172",1,0,-0.278,2.382
"7172",1,0,0.482,7.107
"7172",1,0,0.562,13.85
"7172",1,0,0.252,3.951
"7172",1,0,-0.538,17.967
"7172",1,0,-0.708,3.243
"7172",1,0,0.262,11.458
"7172",1,0,-1.388,1.098
"7172",1,0,-1.028,18.938
"7172",1,0,1.052,9.486
"7172",1,0,-1.448,17.276
"7232",1,0,0.502,2.633
"7232",1,0,-0.738,16.74
"7232",1,0,0.092,13.695
"7276",1,0,0.892,4.849
"7276",1,0,1.142,14.171
"7276",1,0,-1.158,6.277
"7276",1,0,-1.688,3.478
"7276",1,0,-0.568,9.484
"7276",1,0,-0.128,12.319
"7332",1,0,-0.488,16.502
"7332",1,0,-0.118,7.082
"7341",1,0,-0.758,4.417
"7341",1,0,-1.648,3.711
"7342",1,0,-1.348,9.304
"7342",1,0,-0.218,8.335
"7342",1,0,-0.778,20.655
"7342",1,0,0.632,4.315
"7342",1,0,-0.898,9.176
"7342",1,0,0.002,8.394
"7342",1,0,-0.808,19.847
"7342",1,0,-1.438,4.093
"7342",1,0,-0.048,4.335
"7342",1,0,-0.368,13.098
"7342",1,0,1.042,15.918
"7342",1,0,-1.098,4.383
"7342",1,0,0.352,11.661
"7342",1,0,-0.878,13.31
"7342",1,0,-0.048,10.453
"7342",1,0,-0.628,18.226
"7342",1,0,-0.678,1.187
"7342",1,0,0.742,8.283
"7342",1,0,-1.088,15.449
"7342",1,0,0.032,5.529
"7342",1,0,-0.508,-1.688
"7345",1,0,-0.078,-0.203
"7345",1,0,-2.078,13.047
"7345",1,0,0.132,4.215
"7345",1,0,-0.988,1.442
"7345",1,0,-0.668,3.361
"7345",1,0,-0.948,-2.541
"7688",1,0,0.792,24.993
"7688",1,0,0.612,9.587
"7688",1,0,-0.628,18.504
"7688",1,0,-0.398,24.479
"7688",1,0,-0.078,20.502
"7734",1,0,-1.128,5.118
"7734",1,0,-0.388,2.528
"7734",1,0,-0.638,17.054
"7734",1,0,-0.388,9.841
"7890",1,0,-0.868,9.35
"7890",1,0,-0.358,-0.398
"7890",1,0,-0.318,6.22
"7890",1,0,0.802,3.744
"7890",1,0,-0.048,-2.362
"8009",1,0,-0.148,5.6
"8009",1,0,0.072,19.843
"8009",1,0,0.332,5.359
"8009",1,0,1.252,22.772
"8009",1,0,1.072,16.396
"8009",1,0,1.192,9.52
"8009",1,0,1.102,6.149
"8009",1,0,0.672,17.724
"8009",1,0,0.892,9.78
"8009",1,0,-0.388,19.686
"8009",1,0,0.652,9.311
"8009",1,0,0.792,-1.524
"8009",1,0,-0.268,13.108
"8009",1,0,-0.618,20.828
"8009",1,0,0.852,21.497
"8009",1,0,-0.778,16.785
"8150",1,0,0.582,6.106
"8150",1,0,0.812,19.893
"8165",1,0,-1.058,15.539
"8165",1,0,-0.588,20.399
"8165",1,0,-0.588,19.391
"8175",1,0,-0.958,7.272
"8175",1,0,-0.068,15.927
"8175",1,0,-0.218,9.202
"8175",1,0,0.622,3.514
"8175",1,0,1.022,14.958
"8175",1,0,0.322,19.822
"8175",1,0,-0.478,23.689
"8175",1,0,-0.738,17.255
"8175",1,0,-0.968,15.894
"8175",1,0,-1.058,3.792
"8188",1,0,0.522,7.426
"8193",1,0,1.172,14.408
"8193",1,0,0.032,17.554
"8193",1,0,-0.688,9.681
"8193",1,0,-0.808,20.216
"8193",1,0,-0.918,12.885
"8193",1,0,-0.348,10.102
"8193",1,0,0.242,18.63
"8193",1,0,-0.858,13.04
"8193",1,0,-0.418,7.212
"8193",1,0,-1.588,13.276
"8193",1,0,-0.508,10.987
"8202",1,0,-1.168,2.783
"8357",1,0,-1.398,1.681
"8367",1,0,0.532,-2.832
"8367",1,0,-1.028,0.836
"8477",1,0,-0.368,4.986
"8477",1,0,-2.218,4.662
"8531",1,0,1.062,6.199
"8531",1,0,0.502,7.061
"8627",1,0,-0.188,15.523
"8627",1,0,-1.528,11.534
"8627",1,0,-0.248,2.021
"8627",1,0,0.002,3.442
"8627",1,0,-1.558,-0.602
"8707",1,0,-0.248,8.348
"8707",1,0,-0.118,3.829
"8707",1,0,-0.188,14.467
"8707",1,0,0.852,12.843
